date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:19:31	217/217	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Jul%202018%2005:52:16%20GMT	http://www.math.iitb.ac.in/~assoc/handbook.pdf	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/handbook.pdf	(from http://www.math.iitb.ac.in/~assoc/office18-19.html)
11:19:38	40160/40160	---M--	200	added ('OK')	image/png	etag:%229ce0-532301a24ed80%22	http://www.math.iitb.ac.in/~assoc/assets/images/neela.png	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/assets/images/neela.png	(from http://www.math.iitb.ac.in/~assoc/office18-19.html)
11:19:40	8483/8483	---M--	200	added ('OK')	image/jpeg	etag:%222123-51361e1680780%22	http://www.math.iitb.ac.in/~assoc/assets/images/ananth.jpg	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/assets/images/ananth.jpg	(from http://www.math.iitb.ac.in/~assoc/office18-19.html)
11:19:41	3835/3835	---M--	200	added ('OK')	image/jpeg	etag:%22efb-54b7b25cff6c0%22	http://www.math.iitb.ac.in/~assoc/assets/images/preeti.jpg	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/assets/images/preeti.jpg	(from http://www.math.iitb.ac.in/~assoc/office18-19.html)
11:20:01	250778/250778	---M--	200	added ('OK')	application/javascript	etag:%223d39a-51eed2e55a340%22	http://www.math.iitb.ac.in/~assoc/mo/js/materialize.js	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/mo/js/materialize.js	(from http://www.math.iitb.ac.in/~assoc/mo/)
11:20:05	147384/147384	---M--	200	added ('OK')	image/jpeg	etag:%2223fb8-56bb2e3c14c40%22	http://www.math.iitb.ac.in/~assoc/assets/images/shefali.jpeg	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/assets/images/shefali.jpg	(from http://www.math.iitb.ac.in/~assoc/office18-19.html)
11:23:51	3442994/3442994	---M--	200	added ('OK')	application/pdf	etag:%22348932-53f25eb258dc0%22	http://www.math.iitb.ac.in/~assoc/mo/MO2017_Brochure.pdf	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/mo/MO2017_Brochure.pdf	(from http://www.math.iitb.ac.in/~assoc/mo/)
11:23:54	11373/11373	---M--	200	added ('OK')	image/jpeg	etag:%222c6d-5684fbca22000%22	http://www.math.iitb.ac.in/~assoc/assets/images/Saransh.jpeg	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/assets/images/Saransh.jpg	(from http://www.math.iitb.ac.in/~assoc/office18-19.html)
11:25:30	592151/592151	---M--	200	added ('OK')	image/jpeg	etag:%2290917-568588ddc7780%22	http://www.math.iitb.ac.in/~assoc/assets/images/Rajesh.jpg	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/assets/images/Rajesh.jpg	(from http://www.math.iitb.ac.in/~assoc/office18-19.html)
11:25:33	14790/14790	---M--	200	added ('OK')	image/jpeg	etag:%2239c6-56851706721c0%22	http://www.math.iitb.ac.in/~assoc/assets/images/apurba.jpg	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/assets/images/apurba.jpg	(from http://www.math.iitb.ac.in/~assoc/office18-19.html)
11:27:10	592279/592279	---M--	200	added ('OK')	image/jpeg	etag:%2290997-56bb2e19bfb40%22	http://www.math.iitb.ac.in/~assoc/assets/images/Megha.jpg	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/assets/images/Megha.jpg	(from http://www.math.iitb.ac.in/~assoc/office18-19.html)
11:30:13	6167441/6167441	---M--	200	added ('OK')	application/pdf	etag:%225e1b91-55489c650f380%22	http://www.math.iitb.ac.in/~assoc/DEP_Handbook_17-18.pdf	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/DEP_Handbook_17-18.pdf	(from http://www.math.iitb.ac.in/~assoc/index.html)
11:30:40	160461/160461	---M--	200	added ('OK')	image/jpeg	etag:%22272cd-54b4130d86a00%22	http://www.math.iitb.ac.in/~assoc/assets/images/kriti.jpeg	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/assets/images/kriti.jpg	(from http://www.math.iitb.ac.in/~assoc/office18-19.html)
11:30:54	86935/86935	---M--	200	added ('OK')	image/jpeg	etag:%2215397-56b738eef1ec0%22	http://www.math.iitb.ac.in/~assoc/assets/images/venkitesh.jpg	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/assets/images/venkitesh.jpg	(from http://www.math.iitb.ac.in/~assoc/office18-19.html)
11:31:01	37514/37514	---M--	200	added ('OK')	image/jpeg	etag:%22928a-5684fc5a233c0%22	http://www.math.iitb.ac.in/~assoc/assets/images/deep.jpg	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/assets/images/deep.jpg	(from http://www.math.iitb.ac.in/~assoc/office18-19.html)
11:31:26	152435/152435	---M--	200	added ('OK')	image/jpeg	etag:%2225373-54c8fd3807a00%22	http://www.math.iitb.ac.in/~assoc/assets/images/prashant.jpg	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/assets/images/prashant.jpg	(from http://www.math.iitb.ac.in/~assoc/office17-18.html)
11:31:29	16195/16195	---M--	200	added ('OK')	image/jpeg	etag:%223f43-54c902f698780%22	http://www.math.iitb.ac.in/~assoc/assets/images/ritika.jpg	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/assets/images/ritika.jpg	(from http://www.math.iitb.ac.in/~assoc/office17-18.html)
11:31:41	70217/70217	---M--	200	added ('OK')	image/jpeg	etag:%2211249-55589e88d2d00%22	http://www.math.iitb.ac.in/~assoc/assets/images/subhadip.jpeg	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/assets/images/subhadip.jpg	(from http://www.math.iitb.ac.in/~assoc/office17-18.html)
11:34:38	1090094/1090094	---M--	200	added ('OK')	image/jpeg	etag:%2210a22e-54c947bd54b00%22	http://www.math.iitb.ac.in/~assoc/assets/images/kamanashis.jpg	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/assets/images/kamanashis.jpg	(from http://www.math.iitb.ac.in/~assoc/office17-18.html)
11:37:04	895734/895734	---M--	200	added ('OK')	image/jpeg	etag:%22daaf6-54c903c2ae900%22	http://www.math.iitb.ac.in/~assoc/assets/images/surbhi.jpg	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/assets/images/surbhi.jpg	(from http://www.math.iitb.ac.in/~assoc/office17-18.html)
11:41:11	1525499/1525499	---M--	200	added ('OK')	image/jpeg	etag:%221746fb-55589cb0c1340%22	http://www.math.iitb.ac.in/~assoc/assets/images/rajesh.JPG	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/assets/images/rajesh-2.jpg	(from http://www.math.iitb.ac.in/~assoc/office17-18.html)
11:41:41	5390085/5390085	---M--	200	added ('OK')	image/jpeg	etag:%22523f05-56ba70a7985c0%22	http://www.math.iitb.ac.in/~assoc/assets/images/devesh.jpg	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/assets/images/devesh.jpg	(from http://www.math.iitb.ac.in/~assoc/office18-19.html)
11:45:36	1457144/1457144	---M--	200	added ('OK')	image/jpeg	etag:%22163bf8-54c904be73b00%22	http://www.math.iitb.ac.in/~assoc/assets/images/sayan.jpg	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/assets/images/sayan.jpg	(from http://www.math.iitb.ac.in/~assoc/office17-18.html)
11:46:05	173954/173954	---M--	200	added ('OK')	image/jpeg	etag:%222a782-54b3ed7da0b40%22	http://www.math.iitb.ac.in/~assoc/assets/images/rakhi.jpeg	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/assets/images/rakhi.jpg	(from http://www.math.iitb.ac.in/~assoc/office17-18.html)
11:46:05	9652252/9652252	---M--	200	added ('OK')	image/jpeg	etag:%2293481c-56ba6d469cd00%22	http://www.math.iitb.ac.in/~assoc/assets/images/prasanjit.jpg	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/assets/images/prasanjit.jpg	(from http://www.math.iitb.ac.in/~assoc/office18-19.html)
11:46:21	90282/90282	---M--	200	added ('OK')	image/jpeg	etag:%22160aa-54ca26c6c40c0%22	http://www.math.iitb.ac.in/~assoc/assets/images/mamta.jpeg	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/assets/images/mamta.jpg	(from http://www.math.iitb.ac.in/~assoc/office17-18.html)
11:46:22	6434/6434	---M--	200	added ('OK')	image/jpeg	etag:%221922-53230277ee580%22	http://www.math.iitb.ac.in/~assoc/assets/images/alladi.jpg	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/assets/images/alladi.jpg	(from http://www.math.iitb.ac.in/~assoc/office16-17.html)
11:46:26	130176/130176	---M--	200	added ('OK')	image/jpeg	etag:%221fc80-54c94dbdb33c0%22	http://www.math.iitb.ac.in/~assoc/assets/images/chaman.jpg	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/assets/images/chaman.jpg	(from http://www.math.iitb.ac.in/~assoc/office17-18.html)
11:46:40	83411/83411	---M--	200	added ('OK')	image/jpeg	etag:%22145d3-52fe58322180e%22	http://www.math.iitb.ac.in/~assoc/assets/images/Tintisa.jpg	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/assets/images/Tintisa.jpg	(from http://www.math.iitb.ac.in/~assoc/office16-17.html)
11:47:08	2220566/2220566	---M--	200	added ('OK')	image/jpeg	etag:%2221e216-54c947ae12700%22	http://www.math.iitb.ac.in/~assoc/assets/images/sachin.jpg	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/assets/images/sachin.jpg	(from http://www.math.iitb.ac.in/~assoc/office17-18.html)
11:47:22	259620/259620	---M--	200	added ('OK')	image/jpeg	etag:%223f624-53231065b8240%22	http://www.math.iitb.ac.in/~assoc/assets/images/sam.jpg	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/assets/images/sam.jpg	(from http://www.math.iitb.ac.in/~assoc/office16-17.html)
11:47:23	4576/4576	---M--	200	added ('OK')	image/jpeg	etag:%2211e0-53241aed4d4c0%22	http://www.math.iitb.ac.in/~assoc/assets/images/shourayya.jpg	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/assets/images/shourayya.jpg	(from http://www.math.iitb.ac.in/~assoc/office16-17.html)
11:47:29	31324/31324	---M--	200	added ('OK')	image/jpeg	etag:%227a5c-52fe55adfdd72%22	http://www.math.iitb.ac.in/~assoc/assets/images/chiru.jpg	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/assets/images/chiru.jpg	(from http://www.math.iitb.ac.in/~assoc/office16-17.html)
11:47:34	29378/29378	---M--	200	added ('OK')	image/jpeg	etag:%2272c2-52fe57b97df53%22	http://www.math.iitb.ac.in/~assoc/assets/images/akash.jpg	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/assets/images/akash.jpg	(from http://www.math.iitb.ac.in/~assoc/office16-17.html)
11:47:46	10318840/10318840	---M--	200	added ('OK')	image/jpeg	etag:%229d73f8-568517a986280%22	http://www.math.iitb.ac.in/~assoc/assets/images/taniya.jpg	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/assets/images/taniya.jpg	(from http://www.math.iitb.ac.in/~assoc/office18-19.html)
11:47:50	99547/99547	---M--	200	added ('OK')	image/jpeg	etag:%22184db-52fe56ef2df6c%22	http://www.math.iitb.ac.in/~assoc/assets/images/Parth.jpg	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/assets/images/Parth.jpg	(from http://www.math.iitb.ac.in/~assoc/office16-17.html)
11:48:00	58236/58236	---M--	200	added ('OK')	image/jpeg	etag:%22e37c-52fe550a9745d%22	http://www.math.iitb.ac.in/~assoc/assets/images/Diksha.jpg	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/assets/images/Diksha.jpg	(from http://www.math.iitb.ac.in/~assoc/office16-17.html)
11:48:03	12799/12799	---M--	200	added ('OK')	image/jpeg	etag:%2231ff-50f3827cec200%22	http://www.math.iitb.ac.in/~assoc/assets/images/Brijesh.jpg	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/assets/images/Brijesh.jpg	(from http://www.math.iitb.ac.in/~assoc/office15-16.html)
11:48:03	102949/102949	---M--	200	added ('OK')	image/jpeg	etag:%2219225-5324e185ae040%22	http://www.math.iitb.ac.in/~assoc/assets/images/protik.jpg	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/assets/images/protik.jpg	(from http://www.math.iitb.ac.in/~assoc/office16-17.html)
11:48:11	46900/46900	---M--	200	added ('OK')	image/png	etag:%22b734-50f381fb39000%22	http://www.math.iitb.ac.in/~assoc/assets/images/geetanjali.png	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/assets/images/geetanjali.png	(from http://www.math.iitb.ac.in/~assoc/office15-16.html)
11:48:20	742472/742472	---M--	200	added ('OK')	image/jpeg	etag:%22b5448-537451fa918c0%22	http://www.math.iitb.ac.in/~assoc/assets/images/rajat.jpg	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/assets/images/rajat.jpg	(from http://www.math.iitb.ac.in/~assoc/office16-17.html)
11:48:21	62653/62653	---M--	200	added ('OK')	image/png	etag:%22f4bd-50f38206aab00%22	http://www.math.iitb.ac.in/~assoc/assets/images/kingshuk.png	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/assets/images/kingshuk.png	(from http://www.math.iitb.ac.in/~assoc/office15-16.html)
11:48:24	9594/9594	---M--	200	added ('OK')	image/jpeg	etag:%22257a-50f381ff09900%22	http://www.math.iitb.ac.in/~assoc/assets/images/jaydeep.jpg	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/assets/images/jaydeep.jpg	(from http://www.math.iitb.ac.in/~assoc/office15-16.html)
11:48:27	501937/501937	---M--	200	added ('OK')	image/jpeg	etag:%227a8b1-52fe4df407abb%22	http://www.math.iitb.ac.in/~assoc/assets/images/kuldeep.jpg	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/assets/images/kuldeep.jpg	(from http://www.math.iitb.ac.in/~assoc/office16-17.html)
11:48:27	43931/43931	---M--	200	added ('OK')	image/png	etag:%22ab9b-50f3820a7b400%22	http://www.math.iitb.ac.in/~assoc/assets/images/monika.png	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/assets/images/monika.png	(from http://www.math.iitb.ac.in/~assoc/office15-16.html)
11:48:31	19522/19522	---M--	200	added ('OK')	image/jpeg	etag:%224c42-50f38215ecf00%22	http://www.math.iitb.ac.in/~assoc/assets/images/rishika.jpg	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/assets/images/rishika.jpg	(from http://www.math.iitb.ac.in/~assoc/office15-16.html)
11:48:32	8847/8847	---M--	200	added ('OK')	image/jpeg	etag:%22228f-50f382b254000%22	http://www.math.iitb.ac.in/~assoc/assets/images/Priya.jpg	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/assets/images/Priya.jpg	(from http://www.math.iitb.ac.in/~assoc/office15-16.html)
11:48:33	56244/56244	---M--	200	added ('OK')	image/png	etag:%22dbb4-50f382121c600%22	http://www.math.iitb.ac.in/~assoc/assets/images/rachna.png	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/assets/images/rachna.png	(from http://www.math.iitb.ac.in/~assoc/office15-16.html)
11:48:33	249/249	---M--	200	added ('OK')	text/html	etag:%22f9-4f4582ae82940%22	http://www.math.iitb.ac.in/~assoc/info/tif.html	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/info/tif.html	(from http://www.math.iitb.ac.in/~assoc/placements.html)
11:48:33	215/215	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Jul%202018%2006:21:19%20GMT	http://www.math.iitb.ac.in/~assoc/query.html	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/query.html	(from http://www.math.iitb.ac.in/~assoc/placements.html)
11:48:35	121260/121260	---M-Z	200	added ('OK')	text/css	etag:%221519106275%22	http://maxcdn.bootstrapcdn.com/bootstrap/3.3.6/css/bootstrap.min.css	C:/My%20Web%20Sites/we/maxcdn.bootstrapcdn.com/bootstrap/3.3.6/css/bootstrap.min.css	(from http://www.math.iitb.ac.in/~assoc/elections/)
11:48:37	105171/105171	---M--	200	added ('OK')	text/css	etag:%2219ad3-52e038ffcd054%22	http://www.math.iitb.ac.in/~assoc/elections/css/bootstrap-material-design.css	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/elections/css/bootstrap-material-design.css	(from http://www.math.iitb.ac.in/~assoc/elections/)
11:48:38	1043/1043	---M--	200	added ('OK')	text/css	etag:%22413-52e038ffd2e14%22	http://www.math.iitb.ac.in/~assoc/elections/css/ripples.min.css	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/elections/css/ripples.min.css	(from http://www.math.iitb.ac.in/~assoc/elections/)
11:48:40	178/178	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2014%20Jul%202018%2006:18:38%20GMT	http://cdn.rawgit.com/FezVrasta/dropdown.js/master/jquery.dropdown.css	C:/My%20Web%20Sites/we/cdn.rawgit.com/FezVrasta/dropdown.js/master/jquery.dropdown.87.delayed	(from http://www.math.iitb.ac.in/~assoc/elections/)
11:48:40	71374/71374	---M--	200	added ('OK')	image/png	etag:%22116ce-50f381dacc380%22	http://www.math.iitb.ac.in/~assoc/assets/images/animesh2.png	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/assets/images/animesh2.png	(from http://www.math.iitb.ac.in/~assoc/office15-16.html)
11:48:42	249312/249312	---M--	200	added ('OK')	image/jpeg	etag:%223cde0-51d6799e03d00%22	http://www.math.iitb.ac.in/~assoc/assets/images/abhi.jpg	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/assets/images/abhi.jpg	(from http://www.math.iitb.ac.in/~assoc/office15-16.html)
11:48:46	2655/2655	---MCZ	200	added ('OK')	text/css	etag:W/%225aa363f5a2a8cece32ae9e7ff991ac9a2eeca5da%22	https://cdn.rawgit.com/FezVrasta/dropdown.js/master/jquery.dropdown.css	C:/My%20Web%20Sites/we/cdn.rawgit.com/FezVrasta/dropdown.js/master/jquery.dropdown.css	(from http://www.math.iitb.ac.in/~assoc/elections/)
11:48:46	224/224	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Jul%202018%2006:21:31%20GMT	http://www.math.iitb.ac.in/~assoc/elections/index.css	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/elections/index.89.delayed	(from http://www.math.iitb.ac.in/~assoc/elections/)
11:48:47	7569/7569	---M--	200	added ('OK')	text/html	date:Sat,%2014%20Jul%202018%2006:21:33%20GMT	http://www.math.iitb.ac.in/~assoc/elections/results.php	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/elections/results.html	(from http://www.math.iitb.ac.in/~assoc/elections/)
11:48:47	10071/10071	---MC-	200	added ('OK')	text/html	date:Sat,%2014%20Jul%202018%2006:21:32%20GMT	http://www.math.iitb.ac.in/~assoc/elections/index.php	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/elections/index-3.html	(from http://www.math.iitb.ac.in/~assoc/elections/)
11:48:48	12080/12080	---M--	200	added ('OK')	text/html	etag:%222f30-56b9a72b2a840%22	http://www.math.iitb.ac.in/~assoc/	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/index-2.html	(from http://www.math.iitb.ac.in/~assoc/elections/)
11:48:54	93107/93107	---M-Z	200	added ('OK')	application/javascript	etag:W/%2254499a47-16bb3%22	http://code.jquery.com/jquery-1.10.2.min.js	C:/My%20Web%20Sites/we/code.jquery.com/jquery-1.10.2.min.js	(from http://www.math.iitb.ac.in/~assoc/elections/)
11:49:13	114948/114948	---M--	200	added ('OK')	image/jpeg	etag:%221c104-5684fcedf5080%22	http://www.math.iitb.ac.in/~assoc/elections/Elections%2018-19/Shefali%20Gambhir.JPG	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/elections/Elections%2018-19/Shefali%20Gambhir.jpg	(from http://www.math.iitb.ac.in/~assoc/elections/)
11:49:25	400178/400178	---M--	200	added ('OK')	application/pdf	etag:%2261b32-56b99abea9880%22	http://www.math.iitb.ac.in/~assoc/assets/Documents/Final%20Placement%2018.pdf	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/assets/Documents/Final%20Placement%2018.pdf	(from http://www.math.iitb.ac.in/~assoc/placements.html)
11:49:34	289560/289560	---M--	200	added ('OK')	image/jpeg	etag:%2246b18-5684fb3ee5780%22	http://www.math.iitb.ac.in/~assoc/elections/Elections%2018-19/Akshay.jpg	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/elections/Elections%2018-19/Akshay.jpg	(from http://www.math.iitb.ac.in/~assoc/elections/)
11:49:41	170101/170101	---M--	200	added ('OK')	application/pdf	etag:%2229875-5684f29b535c0%22	http://www.math.iitb.ac.in/~assoc/elections/Elections%2018-19/Manifesto_Shefali.pdf	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/elections/Elections%2018-19/Manifesto_Shefali.pdf	(from http://www.math.iitb.ac.in/~assoc/elections/)
11:49:45	27519/27519	---M--	200	added ('OK')	image/jpeg	etag:%226b7f-5684fcd4353c0%22	http://www.math.iitb.ac.in/~assoc/elections/Elections%2018-19/Ranjan%20Sharma.jpeg	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/elections/Elections%2018-19/Ranjan%20Sharma.jpg	(from http://www.math.iitb.ac.in/~assoc/elections/)
11:49:50	386303/386303	---M--	200	added ('OK')	application/pdf	etag:%225e4ff-5684f2d674140%22	http://www.math.iitb.ac.in/~assoc/elections/Elections%2018-19/Manifesto_AKSHAY_SINGLA.pdf	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/elections/Elections%2018-19/Manifesto_AKSHAY_SINGLA.pdf	(from http://www.math.iitb.ac.in/~assoc/elections/)
11:49:52	11373/11373	---M--	200	added ('OK')	image/jpeg	etag:%222c6d-5684fbca22000%22	http://www.math.iitb.ac.in/~assoc/elections/Elections%2018-19/Saransh.jpeg	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/elections/Elections%2018-19/Saransh.jpg	(from http://www.math.iitb.ac.in/~assoc/elections/)
11:50:11	154810/154810	---M--	200	added ('OK')	application/pdf	etag:%2225cba-5684f5c8cf500%22	http://www.math.iitb.ac.in/~assoc/elections/Elections%2018-19/Manifesto_Ranjan_Sharma.PDF	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/elections/Elections%2018-19/Manifesto_Ranjan_Sharma.pdf	(from http://www.math.iitb.ac.in/~assoc/elections/)
11:50:43	315783/315783	---M--	200	added ('OK')	application/pdf	etag:%224d187-5684f3c5d3600%22	http://www.math.iitb.ac.in/~assoc/elections/Elections%2018-19/Manifesto_Saransh.pdf	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/elections/Elections%2018-19/Manifesto_Saransh.pdf	(from http://www.math.iitb.ac.in/~assoc/elections/)
11:51:13	614071/614071	---M--	200	added ('OK')	application/pdf	etag:%2295eb7-5684f55752940%22	http://www.math.iitb.ac.in/~assoc/elections/Elections%2018-19/MANIFESTO_Taniya.pdf	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/elections/Elections%2018-19/MANIFESTO_Taniya.pdf	(from http://www.math.iitb.ac.in/~assoc/elections/)
11:51:16	16825/16825	---M--	200	added ('OK')	image/jpeg	etag:%2241b9-5684fc677d340%22	http://www.math.iitb.ac.in/~assoc/elections/Elections%2018-19/Rakesh.jpg	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/elections/Elections%2018-19/Rakesh.jpg	(from http://www.math.iitb.ac.in/~assoc/elections/)
11:51:18	211605/211605	---M--	200	added ('OK')	application/pdf	etag:%2233a95-5684f4b9033c0%22	http://www.math.iitb.ac.in/~assoc/elections/Elections%2018-19/MANIFESTO_Prasanjit.pdf	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/elections/Elections%2018-19/MANIFESTO_Prasanjit.pdf	(from http://www.math.iitb.ac.in/~assoc/elections/)
11:52:27	437057/437057	---M--	200	added ('OK')	application/pdf	etag:%226ab41-5684f402dc600%22	http://www.math.iitb.ac.in/~assoc/elections/Elections%2018-19/Manifesto_Rakesh%20Saini.pdf	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/elections/Elections%2018-19/Manifesto_Rakesh%20Saini.pdf	(from http://www.math.iitb.ac.in/~assoc/elections/)
11:52:54	592151/592151	---M--	200	added ('OK')	image/jpeg	etag:%2290917-568588ddc7780%22	http://www.math.iitb.ac.in/~assoc/elections/Elections%2018-19/Rajesh.jpg	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/elections/Elections%2018-19/Rajesh.jpg	(from http://www.math.iitb.ac.in/~assoc/elections/)
11:52:57	14790/14790	---M--	200	added ('OK')	image/jpeg	etag:%2239c6-56851706721c0%22	http://www.math.iitb.ac.in/~assoc/elections/Elections%2018-19/APURBA%20SARKAR.jpg	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/elections/Elections%2018-19/APURBA%20SARKAR.jpg	(from http://www.math.iitb.ac.in/~assoc/elections/)
11:53:06	1086506/1086506	---M--	200	added ('OK')	image/jpeg	etag:%2210942a-5684fc9a08a80%22	http://www.math.iitb.ac.in/~assoc/elections/Elections%2018-19/Prasanjit.jpg	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/elections/Elections%2018-19/Prasanjit.jpg	(from http://www.math.iitb.ac.in/~assoc/elections/)
11:53:45	466362/466362	---M--	200	added ('OK')	application/pdf	etag:%2271dba-5684f6e224cc0%22	http://www.math.iitb.ac.in/~assoc/elections/Elections%2018-19/MANIFESTO_Rajesh.pdf	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/elections/Elections%2018-19/MANIFESTO_Rajesh.pdf	(from http://www.math.iitb.ac.in/~assoc/elections/)
11:53:56	359381/359381	---M--	200	added ('OK')	application/pdf	etag:%2257bd5-5684f43473b00%22	http://www.math.iitb.ac.in/~assoc/elections/Elections%2018-19/Manifesto_Apurba.pdf	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/elections/Elections%2018-19/Manifesto_Apurba.pdf	(from http://www.math.iitb.ac.in/~assoc/elections/)
11:53:59	13057/13057	---M--	200	added ('OK')	image/jpeg	etag:%223301-5684fb233d640%22	http://www.math.iitb.ac.in/~assoc/elections/Elections%2018-19/Devesh.jpg	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/elections/Elections%2018-19/Devesh.jpg	(from http://www.math.iitb.ac.in/~assoc/elections/)
11:54:11	391043/391043	---M--	200	added ('OK')	image/jpeg	etag:%225f783-5685174933f40%22	http://www.math.iitb.ac.in/~assoc/elections/Elections%2018-19/Lokesh%20Arya.JPG	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/elections/Elections%2018-19/Lokesh%20Arya.jpg	(from http://www.math.iitb.ac.in/~assoc/elections/)
11:54:19	120838/120838	---M--	200	added ('OK')	application/pdf	etag:%221d806-5684f255b5180%22	http://www.math.iitb.ac.in/~assoc/elections/Elections%2018-19/Manifesto_Devesh.pdf	C:/My%20Web%20Sites/we/www.math.iitb.ac.in/_assoc/elections/Elections%2018-19/Manifesto_Devesh.pdf	(from http://www.math.iitb.ac.in/~assoc/elections/)
